Player,Squad,League,Pos,PosGrp,RoleCluster,SuggestedRole,TopFeatures,UMAP_X,UMAP_Y
Cauley Woodrow,Luton Town,Premier League,"FW,MF",AM,2,AM-Advanced,"Performance_OG↓, xG+xAG↑, G+A-PK↑, Touches_Att Pen↑, Blocks_Sh↓",5.848586,0.44654617
Cheikh Tidiane Sabaly,Metz,Ligue 1,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.199433,-1.2657199
Christian Günter,Freiburg,Bundesliga,DF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.3497024,-1.0659658
Cihan Çanak,Standard Liège,Belgian Pro League,"DF,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.9260921,-1.402252
Conor Gallagher,Chelsea,Premier League,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",3.3543713,-2.6721528
Curtis Jones,Liverpool,Premier League,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.8964202,-2.1520534
Daan Heymans,Charleroi,Belgian Pro League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.6847796,-0.028615803
Daichi Kamada,Lazio,Serie A,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",3.5422902,-2.6820958
Dani Rodríguez,Mallorca,La Liga,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.710981,-0.8296198
Darko Lazović,Hellas Verona,Serie A,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.692836,0.3706641
Darwin Machís,Cádiz,La Liga,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.6481614,0.25505134
David Costa,Lens,Ligue 1,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.9910173,-0.87489927
Denzel Dumfries,Inter,Serie A,DF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.4160995,-1.5031261
Didier Lamkel Zé,Metz,Ligue 1,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.4122853,0.64304125
Domenico Berardi,Sassuolo,Serie A,FW,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",2.765249,0.6140529
Domingos André Ribeiro Almeida,Valencia,La Liga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.717647,-1.4821709
Domingos Quina,Vizela,Primeira Liga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.324292,-0.8858109
Dominik Szoboszlai,Liverpool,Premier League,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.6569921,-1.4145576
Dwight McNeil,Everton,Premier League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.8544064,-0.7634397
Elba Rashani,Clermont Foot,Ligue 1,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.5041757,-1.3511463
Elliot Anderson,Newcastle Utd,Premier League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.319513,-2.1916265
Emanuele Valeri,Frosinone,Serie A,DF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.496231,-1.3289046
Emil Forsberg,RB Leipzig,Bundesliga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.441371,1.3725866
Enzo Le Fée,Rennes,Ligue 1,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.6575081,-2.6111536
Enzo Millot,Stuttgart,Bundesliga,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.8481822,-1.6020117
Eren Dinkçi,Heidenheim,Bundesliga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.080358,0.398808
Eulânio Ângelo Chipela Gomes,Estrela,Primeira Liga,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.433459,-0.76414746
Ezequiel Ávila,Osasuna,La Liga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.4905035,0.46403787
Fabian Rieder,Rennes,Ligue 1,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",4.7339735,-2.309375
Fabio Miretti,Juventus,Serie A,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.9976335,-0.76949036
Facundo Buonanotte,Brighton,Premier League,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.269943,-1.4140977
Fares Chaïbi,Eint Frankfurt,Bundesliga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.6630454,0.18481179
Federico Dimarco,Inter,Serie A,DF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.6915283,-0.010189572
Federico Valverde,Real Madrid,La Liga,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.3706102,-2.4046934
Felipe Anderson,Lazio,Serie A,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.5541854,-2.0702033
Fermin López,Barcelona,La Liga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.5885854,1.0674942
Finn Ole Becker,Hoffenheim,Bundesliga,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.250598,-1.8994044
Florent Mollet,Nantes,Ligue 1,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.5211492,0.12268192
Florent da Silva,RWDM,Belgian Pro League,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.1012864,-1.914696
Florian Kainz,Köln,Bundesliga,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.4445138,-0.5508135
Florian Neuhaus,Gladbach,Bundesliga,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",3.8003802,-0.7021791
Florian Sotoca,Lens,Ligue 1,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.9900851,0.3119734
Francesco Gelli,Frosinone,Serie A,"MF,DF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.9765706,-1.4554695
Francisco Perez,Valencia,La Liga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.2985673,-0.55814093
Fredrik Jensen,Augsburg,Bundesliga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.8666239,0.08783167
Fábio Conceição,Rio Ave,Primeira Liga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.0126386,-1.371047
Félix Lemaréchal,Cercle Brugge,Belgian Pro League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.288568,-2.2064722
Gabriel Strefezza,Lecce,Serie A,FW,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.4495983,-0.69023985
Gaetano Castrovilli,Fiorentina,Serie A,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.295808,1.0658288
Geoffry Hairemans,Mechelen,Belgian Pro League,"FW,MF",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.7898062,-1.3009454
Gerard Moreno,Villarreal,La Liga,FW,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",3.0561528,0.83226293
Giacomo Bonaventura,Fiorentina,Serie A,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.9152412,-1.0114123
Gianluca Gaetano,Cagliari,Serie A,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.0376368,0.49142203
Giovanni Fabbian,Bologna,Serie A,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.9533253,0.8453115
Grigoris Kastanos,Salernitana,Serie A,"MF,DF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.6868334,-0.3403627
Grégoire Defrel,Sassuolo,Serie A,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.949012,-0.7213514
Gustavo sá,Famalicão,Primeira Liga,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.784351,-0.6784162
Hamed Junior Traorè,Napoli,Serie A,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.9668136,-1.3900496
Hans Vanaken,Club Brugge,Belgian Pro League,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.0483618,-2.0343258
Harvey Elliott,Liverpool,Premier League,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.6095706,-0.8005355
Hayao Kawabe,Standard Liège,Belgian Pro League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.5136757,0.4885272
Henrikh Mkhitaryan,Inter,Serie A,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.8915434,-2.3348901
Hong Hyunseok,Gent,Belgian Pro League,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.2156827,-1.0328101
Houssem Aouar,Roma,Serie A,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.6652746,1.2585716
Iago Aspas,Celta Vigo,La Liga,FW,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.316191,0.6381114
Ibrahim Salah,Rennes,Ligue 1,"FW,MF",AM,2,AM-Advanced,"Performance_OG↓, xG+xAG↑, G+A-PK↑, Touches_Att Pen↑, Blocks_Sh↓",4.6882696,1.7072043
Iker Muniain,Athletic Club,La Liga,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.7014241,-1.4016107
Iliman Ndiaye,Marseille,Ligue 1,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.4157426,-0.6752439
Imran Louza,Lorient,Ligue 1,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.7236887,-1.6178906
Isaac Babadi,PSV Eindhoven,Eredivisie,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.7448864,-1.396342
Isaac Palazón Camacho,Rayo Vallecano,La Liga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.94024,-0.2980041
Isco,Betis,La Liga,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.9787009,-0.35466275
Ivan Cavaleiro,Lille,Ligue 1,FW,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.652441,0.40161127
Ivan Jaime Pajuelo,Porto,Primeira Liga,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",3.1199431,-0.45449847
Ivan Rakitić,Sevilla,La Liga,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.7923056,-1.6049347
Jacob Brown,Luton Town,Premier League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.784337,0.31248152
Jacopo Fazzini,Empoli,Serie A,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.113586,-2.388256
Jaime Báez,Frosinone,Serie A,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.8193254,0.025328435
James Maddison,Tottenham,Premier League,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.8369616,0.24160556
James Mcatee,Sheffield Utd,Premier League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.188296,0.22581466
Jan-Niklas Beste,Heidenheim,Bundesliga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.8997128,0.15094939
Jarne Steuckers,Sint-Truiden,Belgian Pro League,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.879851,-0.25090024
Jason,Arouca,Primeira Liga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.180044,0.72430426
Jean Thierry Lazare,Union SG,Belgian Pro League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.03114,-2.267281
Jean-Ricner Bellegarde,Wolves,Premier League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.0259776,-1.5368885
Jeff Reine-Adélaïde,RWDM,Belgian Pro League,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.9316983,-2.2294385
Jeffrey Schlupp,Crystal Palace,Premier League,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.9133496,0.031155149
Jens Toornstra,Utrecht,Eredivisie,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.7386932,0.026827877
Jeong Woo-yeong,Stuttgart,Bundesliga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.878883,1.4679922
Jerome Deom,Eupen,Belgian Pro League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.055212,-1.890301
Joaquín Correa,Marseille,Ligue 1,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.3747482,-1.2212089
Joca,Rio Ave,Primeira Liga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.41416,0.06783293
Joel Asoro,Metz,Ligue 1,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.8244414,-0.2938777
Jonas Hofmann,Leverkusen,Bundesliga,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.0057802,0.42523056
Jonathan Viera,Almería,La Liga,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",3.1908236,-1.4984063
Jonathan Viera,Las Palmas,La Liga,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.4575102,-1.2469794
Jordan Veretout,Marseille,Ligue 1,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.9210192,-1.7017263
Josh Wilson-Esbrand,Reims,Ligue 1,"DF,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.9520864,-1.7446089
Jovane Cabral,Salernitana,Serie A,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.5800633,-0.07065946
João Marques,Estoril,Primeira Liga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.6675625,-0.20931976
João Mendes,Vitória,Primeira Liga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.6903455,1.1143507
João Mário,Benfica,Primeira Liga,"FW,MF",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.6782458,-1.7987244
João Teixeira,Rio Ave,Primeira Liga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.6077533,-2.0189064
Jude Bellingham,Real Madrid,La Liga,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",3.2440448,1.2634454
Julian Brandt,Dortmund,Bundesliga,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.9748749,0.16388622
Julian Justvan,Darmstadt 98,Bundesliga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.5190048,-0.2691779
Julien Ponceau,Lorient,Ligue 1,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.9734814,-1.7138692
Junior Messias,Genoa,Serie A,"MF,DF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.163768,-0.77745986
Jurgen Ekkelenkamp,Antwerp,Belgian Pro League,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.5733504,-0.8833047
Justin Lonwijk,Fortuna Sittard,Eredivisie,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.2659726,0.22963238
Jóhann Berg Guðmundsson,Burnley,Premier League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.7806215,-0.47981742
Kacper Kozłowski,Vitesse,Eredivisie,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.9217443,0.53708774
Kacper Urbanski,Bologna,Serie A,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.868907,-1.2626576
Kai Havertz,Arsenal,Premier League,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.988398,0.818352
Kaio,Vitória,Primeira Liga,FW,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.1678896,-1.125525
Kamal Sowah,Standard Liège,Belgian Pro League,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.4322104,-0.19582447
Kamil Jóźwiak,Granada,La Liga,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.7528667,-0.74417025
Kamory Doumbia,Brest,Ligue 1,MF,AM,2,AM-Advanced,"Performance_OG↓, xG+xAG↑, G+A-PK↑, Touches_Att Pen↑, Blocks_Sh↓",4.4163914,1.5882735
Kenneth Taylor,Ajax,Eredivisie,"MF,DF",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",3.6087277,-1.5974151
Kenzo Goudmijn,Excelsior,Eredivisie,"MF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",2.548687,-2.4612648
Kevin De Bruyne,Manchester City,Premier League,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.722281,0.38762113
Kevin Sessa,Heidenheim,Bundesliga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.5803204,-0.41660514
Kevin Stöger,Bochum,Bundesliga,MF,AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",1.4859867,-1.102669
Kevin Volland,Union Berlin,Bundesliga,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.8088226,0.23277427
Kike Pérez,Rayo Vallecano,La Liga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.029467,-1.4070168
Kodai Sano,NEC Nijmegen,Eredivisie,"FW,MF",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.7524695,-1.92864
Kristian Thorstvedt,Sassuolo,Serie A,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.4236436,-0.20663442
Krépin Diatta,Monaco,Ligue 1,"DF,FW",AM,0,AM-Distributor,"Medium_Cmp%↑, Touches_Def 3rd↑, GCA↑, PrgP↑, Long_Cmp↑",4.1193285,-2.5484078
Lance Duijvestijn,Almere City,Eredivisie,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.847903,0.7306464
Lance Duijvestijn,Excelsior,Eredivisie,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.046741,1.3953905
Lars Olden Larsen,NEC Nijmegen,Eredivisie,FW,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",5.889858,0.2250799
Lazar Samardzic,Udinese,Serie A,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.0502546,-0.2029064
Lee Jae-sung,Mainz 05,Bundesliga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",6.2666326,0.04436554
Leonardo Bittencourt,Werder Bremen,Bundesliga,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",4.206586,-2.2040093
Lorenzo Pellegrini,Roma,Serie A,MF,AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.9239073,-0.40422732
Lovro Majer,Wolfsburg,Bundesliga,"MF,FW",AM,1,"AM-Carrier, Chance Creator, Creator","PrgC↓, SCA↓, xAG↓, Performance_Recov↓, Ast_passing↓",3.3052967,-0.5900712
